Adj Close,action,Stop_loss
43.53231430053711,buy,39.1790828704834
43.1659049987793,sell,38.84931449890137
40.80924606323242,buy,36.72832145690918
38.90071105957031,sell,35.010639953613286
41.604469299316406,buy,37.44402236938477
39.52846145629883,sell,35.575615310668944
41.15070343017578,buy,37.0356330871582
39.11180877685547,sell,35.20062789916992
41.92936706542969,buy,37.73643035888672
40.00615310668945,sell,36.00553779602051
41.163394927978516,buy,37.04705543518067
40.05739974975586,sell,36.051659774780276
40.482852935791016,buy,36.43456764221192
38.52294921875,sell,34.670654296875
41.12052536010742,buy,37.00847282409668
